"teaching_number","title","date","year"
"2211","TRADITION AND CHANGE","Jan. 26, 1995","1995"
"2212","AN UPDATE ON DEATH","Jan. 28, 1995","1995"
"2213","ANGELS AND LIFE","Jan. 29, 1995","1995"
"2214","CALLED AND/OR FREE?","Feb. 01, 1995","1995"
"2215","SOME COMMENTS ON JANE","Feb. 03, 1995","1995"
"2216","ONLY ONCE?","Feb. 04, 1995","1995"
"2217","GOD, “THE CONSERVATIVE”?","Feb. 07, 1995","1995"
"2218","LOVE… LIGHT… LIFE","Feb. 08, 1995","1995"
"2219","COMPETITION WITH ME","Feb. 10, 1995","1995"
"2220","WHAT ABOUT THE BIBLE?","Feb. 12, 1995","1995"
"2221","THE BIBLE AS MYSTICAL","Feb. 15, 1995","1995"
"2222","FUNNY THING ABOUT THE LORD… !","Feb. 17, 1995","1995"
"2223","I’M A VERSATILE GOD","Feb. 19, 1995","1995"
"2224","ECLECTIC THEOLOGY","Feb. 22, 1995","1995"
"2225","THIS WONDERFUL, STRANGE EARTH SCENE","Feb. 23, 1995","1995"
"2226","DIVERSITY HAS A “DOWNSIDE”","Feb. 25, 1995","1995"
"2227","LENT","Mar. 01, 1995","1995"
"2228","FEEL THE CHANGE IN “PACE”","Mar. 02, 1995","1995"
"2229","WHAT’S PREBYTERIAN?","Mar. 04, 1995","1995"
"2230","DIVERSITY IN SPIRITUALITY","Mar. 05, 1995","1995"
"2231","WHAT IS MY PEACE?","Mar. 08, 1995","1995"
"2232","BEING AMERICAN:  A SPIRITUAL CHALLENGE","Mar. 10, 1995","1995"
"2233","IF TO ONLY ONE OR TWO…","Mar. 10, 1995","1995"
"2234","DIVERSITY… UP CLOSE!","Mar. 13, 1995","1995"
"2235","NON-ATTACHMENT, YET AGAIN","Mar. 14, 1995","1995"
"2236","SOME REFLECTIONS ON A VISIT","Mar. 17, 1995","1995"
"2237","WHAT IS FAITH?","Mar. 18, 1995","1995"
"2238","ANGELS AND KINDNESS","Mar. 22, 1995","1995"
"2239","WHAT IS SPIRITUAL?","Mar. 26, 1995","1995"
"2240","YOUR OTHER “WORLD”","Apr. 01, 1995","1995"
"2241","SOME CLARIFICATION ON GOODNESS?","Apr. 05, 1995","1995"
"2242","WHEN SPIRIT IS NECESSARY…","Apr. 06, 1995","1995"
"2243","ARE YOU A PRESBYTERIAN?","Apr. 09, 1995","1995"
"2244","PERINATAL LOSS","Apr. 13, 1995","1995"
"2245","DEATH OF THE YOUNG, CONTINUED","Apr. 14, 1995","1995"
"2246","A POSITIVE LOOK AT EASTER","Apr. 16, 1995","1995"
"2247","GENTLENESS","Apr. 19, 1995","1995"
"2248","A LOOK AHEAD","Apr. 21, 1995","1995"
"2249","SIMPLE LIFE","Apr. 24, 1995","1995"
"2250","A TRAGIC BLAST","Apr. 26, 1995","1995"
"2251","PROBLEMS, PROBLEMS…","Apr. 28, 1995","1995"
"2252","WHEN FAITH IS TESTED","Apr. 29, 1995","1995"
"2253","INSIGHTS","May. 02, 1995","1995"
"2254","LIFE AND DEATH:  PRESBYTERIAN","May. 05, 1995","1995"
"2255","LIFE AND DEATH:  PRESBYTERIAN, CON’T","May. 06, 1995","1995"
"2256","OLD AGE","May. 08, 1995","1995"
"2257","BALANCING LIFE","May. 11, 1995","1995"
"2258","WHERE IS “HERE”?","May. 14, 1995","1995"
"2259","ADULT EDUCATION","May. 16, 1995","1995"
"2260","JOHN… AT A SLOW PACE","May. 17, 1995","1995"
"2261","… AND I’M STILL HERE!","May. 20, 1995","1995"
"2262","ANOTHER LOOK AT TIME","May. 23, 1995","1995"
"2263","THE LETTER… AND A “BIRTHDAY”","May. 26, 1995","1995"
"2264","BEING PRESBYTERIAN","May. 28, 1995","1995"
"2265","A “CHOSEN PEOPLE”?","May. 31, 1995","1995"
"2266","CONTINUE TO REJOICE","Jun. 02, 1995","1995"
"2267","PENTECOST SUNDAY","Jun. 04, 1995","1995"
"2268","YOUR SUBJECT IS “DRUGS”","Jun. 08, 1995","1995"
"2269","DISCIPLINE GETS HARDER…","Jun. 09, 1995","1995"
"2270","“ALTERING CONSCIOUSNESS”","Jun. 10, 1995","1995"
"2271","YOU’VE TAKEN A STEP…","Jun. 15, 1995","1995"
"2272","END OF ANOTHER ADVENTURE","Jun. 16, 1995","1995"
"2273","… SO MUCH MORE I WANT TO TELL YOU…","Jun. 17, 1995","1995"
"2274","AN IDEAL CULTURE?","Jun. 19, 1995","1995"
"2275","DID I, AS JESUS, HAVE FREE WILL?","Jun. 21, 1995","1995"
"2276","MEN","Jun. 24, 1995","1995"
"2277","SOME MORE THOUGHTS ON HOLY COMMUNION","Jun. 25, 1995","1995"
"2278","THE CONTINUUM “CONCEPT”","Jun. 28, 1995","1995"
"2279","AS JESUS, I SAID…","Jun. 29, 1995","1995"
"2280","“ESOTERICA”","Jul. 01, 1995","1995"
"2281","INDEPENDENCE DAY?!","Jul. 04, 1995","1995"
"2282","THE MAN BORN BLIND","Jul. 06, 1995","1995"
"2283","FUNERAL TIME","Jul. 07, 1995","1995"
"2284","REFLECTIONS ON EMMAUS","Jul. 09, 1995","1995"
"2285","IS IT REAL?... YET AGAIN","Jul. 11, 1995","1995"
"2286","SHOULD I BE A “BETTER GOD”?","Jul. 13, 1995","1995"
"2287","TRUST IS ALL YOU NEED","Jul. 14, 1995","1995"
"2288","LOVE:  UNDESERVED!  UNCONDITIONAL?","Jul. 16, 1995","1995"
"2289","A LESSON FOR THE FUTURE","Jul. 21, 1995","1995"
"2290","LAZARUS, THE SYMBOL","Jul. 22, 1995","1995"
"2291","WHAT’S IMPORTANT?","Jul. 28, 1995","1995"
"2292","ANOTHER LOOK AT PERSPECTIVES","Jul. 29, 1995","1995"
"2293","ANOTHER LOOK… CONTINUED","Jul. 29, 1995","1995"
"2294","A COUPLE OF “BOTH/AND”’S","Aug. 01, 1995","1995"
"2295","A CLASS ON THE BIBLE CHALLENGE!","Aug. 03, 1995","1995"
"2296","AN UPDATE ON HEALTH","Aug. 04, 1995","1995"
"2297","A HEART NOT TROUBLED","Aug. 06, 1995","1995"
"2298","A HEART NOT TROUBLED","Aug. 08, 1995","1995"
"2299","LET NOT YOUR HEART BE TROUBLED…","Aug. 09, 1995","1995"
"2300","SCIENCE, SPIRIT, AND MODERN LIFE","Aug. 12, 1995","1995"
"2301","ANOTHER LOOK AT SCIENCE","Aug. 14, 1995","1995"
"2302","REFLECTIONS ON YOUR MISSION","Aug. 16, 1995","1995"
"2303","TOWARD A NEW BALANCING","Aug. 18, 1995","1995"
"2304","REFLECTIONS ON AN “IMPERFECTION”","Aug. 20, 1995","1995"
"2305","YES, IT IS MYSTICAL…","Aug. 23, 1995","1995"
"2306","DRUGS… ONCE AGAIN","Aug. 24, 1995","1995"
"2307","THE BIBLE… YET AGAIN","Aug. 26, 1995","1995"
"2308","SOME THOUGHTS ABOUT CHRIS","Aug. 28, 1995","1995"
"2309","THREE… IN ONE?!","Aug. 30, 1995","1995"
"2310","EULOGY FOR CHRIS","Sep. 01, 1995","1995"
"2311","JOHN’S “BEGINNING”","Sep. 03, 1995","1995"
"2312","GLORY","Sep. 06, 1995","1995"
"2313","MY SERVANTS ON THE “RIGHT”","Sep. 08, 1995","1995"
"2314","SOME MORE THOUGHTS ON “RIGHT WINGERS”","Sep. 09, 1995","1995"
"2315","REFLECTIONS ON YOUR “SEASON”","Sep. 11, 1995","1995"
"2316","A STRANGE LIFE PATTERN?","Sep. 13, 1995","1995"
"2317","WHAT WAS LEFT OUT…?","Sep. 15, 1995","1995"
"2318","FOR EVERYTHING… A SEASON","Sep. 16, 1995","1995"
"2319","REAL… AND… MYSTICAL","Sep. 20, 1995","1995"
"2320","WHAT “TIME” IS IT NOW?","Sep. 22, 1995","1995"
"2321","THERE IS TIME TO…","Sep. 24, 1995","1995"
"2322","A SET-UP FOR GRACE?!","Oct. 01, 1995","1995"
"2323","JOHN:  IT IS FINISHED","Oct. 04, 1995","1995"
"2324","TEACHINGS: WHAT, HOW, WHY…?","Oct. 05, 1995","1995"
"2325","“INVOKING THE SACRED”","Oct. 09, 1995","1995"
"2326","POETRY… OR “REALITY”?","Oct. 11, 1995","1995"
"2327","SOME COMMENTS ON “THE SERMON…”","Oct. 13, 1995","1995"
"2328","IMAGINE BEING THERE…","Oct. 15, 1995","1995"
"2329","ANY NEWS ABOUT ALCOHOL?","Oct. 16, 1995","1995"
"2330","HOW ARE YOU DOING… ?","Oct. 20, 1995","1995"
"2331","A SIMPLE VERSE!?","Oct. 21, 1995","1995"
"2332","SHOW FORTH THE SPIRITUAL","Oct. 26, 1995","1995"
"2333","USUAL… AND… UNUSUAL","Oct. 27, 1995","1995"
"2334","THE LEAVES DO FALL…","Oct. 30, 1995","1995"
"2335","YES, I’M SOVEREIGN!","Nov. 01, 1995","1995"
"2336","BABEL REVISITED?","Nov. 03, 1995","1995"
"2337","JUST BE HERE!","Nov. 05, 1995","1995"
"2338","PRIORITIES","Nov. 09, 1995","1995"
"2339","PREVENTING JOY?","Nov. 10, 1995","1995"
"2340","MY FRIENDLY STORIES?","Nov. 11, 1995","1995"
"2341","A FRIEND PASSES ON","Nov. 12, 1995","1995"
"2342","I AM THE PO-OW-ER!","Nov. 15, 1995","1995"
"2343","ON THE “OFF RAMP”","Nov. 17, 1995","1995"
"2344","DEATH:  A MYSTICAL EXPERIENCE","Nov. 19, 1995","1995"
"2345","ACCENTUATE THE POSITIVE","Nov. 21, 1995","1995"
"2346","AND I SAY, “GIVE THANKS!”","Nov. 23, 1995","1995"
"2347","APPARENT TRUTHS","Nov. 25, 1995","1995"
"2348","ANOTHER WAR?","Nov. 27, 1995","1995"
"2349","SOME CLARIFICATIONS ON “MY LOVES”","Nov. 29, 1995","1995"
"2350","THE VERY BEGINNING OF A “LULL”","Dec. 01, 1995","1995"
"2351","SOLOMON, THE IMPERFECT KING","Dec. 03, 1995","1995"
"2352","PETE AND PEARL, YET AGAIN","Dec. 07, 1995","1995"
"2353","SOME THOUGHTS ON “MODERN MEDICINE”","Dec. 08, 1995","1995"
"2354","MONEY…","Dec. 11, 1995","1995"
"2355","… AND THE GOVERNMENT SHALL BE…","Dec. 13, 1995","1995"
"2356","ECOLOGY… AND ME, AGAIN","Dec. 16, 1995","1995"
"2357","THE WOMEN…","Dec. 18, 1995","1995"
"2358","EARTH… AS I WANT IT TO BE","Dec. 20, 1995","1995"
"2359","GOVERNMENT, YET AGAIN","Dec. 22, 1995","1995"
"2360","CHRISTMAS PAST… RUMINATIONS AHEAD","Dec. 26, 1995","1995"
"2361","TRASH","Dec. 28, 1995","1995"
"2362","PEOPLE:  MY DILEMMA","Dec. 30, 1995","1995"
"2363","A HAPPY NEW YEAR?","Dec. 31, 1995","1995"
"2364","SEE IT AS AN OPPORTUNITY","Year 1996 (approx)","1996"
"2365","SOME AFFIRMATIONS","Year 1996 (approx)","1996"
"2366","TIME AND TASKS","Year 1996 (approx)","1996"
"2367","SERVICE TO OTHERS… ME","Year 1996 (approx)","1996"
"2368","SPIRIT AND (AS) ENERGY","Year 1996 (approx)","1996"
"2369","ANOTHER CHANGE OF SEASON","Year 1996 (approx)","1996"
"2370","AM I INVOLVED… ?","Year 1996 (approx)","1996"
"2371","OH, IF YOU COULD SPEAK…","Year 1996 (approx)","1996"
"2372","TIME… AN “ENEMY”","Year 1996 (approx)","1996"
"2373","YOU’LL TALK ABOUT DEATH…","Year 1996 (approx)","1996"
"2374","IN THE MATTER OF VIOLENCE…","Year 1996 (approx)","1996"
"2375","AT LEAST IT’S STARTED…","Year 1996 (approx)","1996"
"2376","ISAIAH FORETOLD…?","Jan. 03, 1996","1996"
"2377","DUBOS, WARMING, AND WINTER","Jan. 06, 1996","1996"
"2378","A STRANGE PATH… SO IT SEEMS","Jan. 07, 1996","1996"
"2379","REFLECTIONS ON MORNING TALK","Jan. 10, 1996","1996"
"2380","YOUR FARM… A HAVEN?","Jan. 12, 1996","1996"
"2381","WORLD TENSIONS","Jan. 14, 1996","1996"
"2382","I AM! … YOU ARE?","Jan. 17, 1996","1996"
"2383","… OF IMPORTANCE","Jan. 19, 1996","1996"
"2384","A TRIUNE GOD I AM","Jan. 21, 1996","1996"
"2385","JUSTICE AND MERCY FROM FATHER GOD","Jan. 24, 1996","1996"
"2386","JOHN’S GOSPEL","Jan. 26, 1996","1996"
"2387","MORE ABOUT JOHN’S GOSPEL","Jan. 28, 1996","1996"
"2388","“TOUGH LOVE”","Jan. 30, 1996","1996"
"2389","WHY NOT ME?","Jan. 31, 1996","1996"
"2390","JOHN’S GOSPEL, SOME MORE","Feb. 03, 1996","1996"
"2391","SECURITY… MY PRESCRIPTION","Feb. 07, 1996","1996"
"2392","… A CHASING AFTER WIND","Feb. 09, 1996","1996"
"2393","DANGERS IN LIFE","Feb. 10, 1996","1996"
"2394","GIVING TO ME","Feb. 14, 1996","1996"
"2395","PRIORITIES: COMMENDABLE… AND NOT SO","Feb. 16, 1996","1996"
"2396","IF CHANGE COMES FAST…?","Feb. 17, 1996","1996"
"2397","ANGELS, ONCE MORE","Feb. 18, 1996","1996"
"2398","THE JEWS AS ANALOG","Feb. 21, 1996","1996"
"2399","THE “INVISIBLE WORLD”","Feb. 23, 1996","1996"
"2400","BEING FAITHFUL","Feb. 25, 1996","1996"
"2401","BLESSINGS… TESTS… AND YEARS","Feb. 28, 1996","1996"
"2402","A REPLY TO AN OLD FRIEND","Mar. 01, 1996","1996"
"2403","AND THERE’S MORE… FOR AN OLD FRIEND","Mar. 03, 1996","1996"
"2404","SOME “FINAL THOUGHTS” FROM ISAIAH","Mar. 06, 1996","1996"
"2405","ANOTHER TIME OF DISCOMFORT","Mar. 07, 1996","1996"
"2406","PAIN… ONCE AGAIN","Mar. 09, 1996","1996"
"2407","TROUBLES FOR FRIEND ANDY","Mar. 12, 1996","1996"
"2408","SOME LENTEN THOUGHTS ON BEING","Mar. 13, 1996","1996"
"2409","WHY BE CONSISTENT?","Mar. 15, 1996","1996"
"2410","BOOSTING YOUR SPIRIT","Mar. 16, 1996","1996"
"2411","REMEMBER BACK? A PLEDGE…","Mar. 17, 1996","1996"
"2412","THESE MYSTICAL SCRIPTURES","Mar. 20, 1996","1996"
"2413","SEMESTER… AND… SEASON","Mar. 22, 1996","1996"
"2414","ANOTHER WEDNESDAY… ANOTHER STORY","Mar. 27, 1996","1996"
"2415","PHILOSOPHIES OF LEARNING","Mar. 29, 1996","1996"
"2416","LESSONS FROM THE SUNDAY OF","Mar. 30, 1996","1996"
"2417","MORE LESSONS…?","Mar. 31, 1996","1996"
"2418","WHAT SHOULD YOU REMEMBER?","Apr. 03, 1996","1996"
"2419","A DAY OF SICKNESS","Apr. 05, 1996","1996"
"2420","DEATH IS LIFE…","Apr. 06, 1996","1996"
"2421","…AND THEN WHAT HAPPENED?","Apr. 10, 1996","1996"
"2422","WHEN IN DOUBT…","Apr. 11, 1996","1996"
"2423","MY EARTH AND ITS LIFE","Apr. 12, 1996","1996"
"2424","REALITY…TESTING?","Apr. 14, 1996","1996"
"2425","KNOWING WHO YOU ARE","Apr. 17, 1996","1996"
"2426","SAVING LIVES?","Apr. 18, 1996","1996"
"2427","REFLECTIONS ON “BLACK FOLKS”","Apr. 19, 1996","1996"
"2428","AN AMALGAM OF COURSES","Apr. 20, 1996","1996"
"2429","THE “ULTIMATE WELFARE”","Apr. 24, 1996","1996"
"2430","SINS (AGAIN?)","Apr. 25, 1996","1996"
"2431","A TIME OF PEACE?","Apr. 27, 1996","1996"
"2432","CLASSES COMPLETED","May. 02, 1996","1996"
"2433","DIVERSITY… WHEN IT DOESN’T LOOK GOOD","May. 02, 1996","1996"
"2434","UNITY IS THE GOAL","May. 04, 1996","1996"
"2435","NEED HELP WITH “SIN”?","May. 07, 1996","1996"
"2436","PAIN... AND... SIN","May. 09, 1996","1996"
"2437","HOSPICE CARE… AGAIN","May. 10, 1996","1996"
"2438","LIFE GOES ON…","May. 13, 1996","1996"
"2439","YOU ARE “IN”!","May. 15, 1996","1996"
"2440","MYSTICAL… FUN","May. 16, 1996","1996"
"2441","AN “UPDATE” ON DEATH","May. 17, 1996","1996"
"2442","MORE ON LIFE AND DEATH PERSPECTIVES","May. 19, 1996","1996"
"2443","THREE “BIRTHDAYS” IN A WEEK","May. 20, 1996","1996"
"2444","WHAT “KIND OF” GOD AM I?","May. 22, 1996","1996"
"2445","JUDGED… OR JUST ACCEPTED?","May. 24, 1996","1996"
"2446","A DAY OF WIND AND FIRE","May. 26, 1996","1996"
"2447","CONSISTENCY?… I AM NOT BOUND","May. 29, 1996","1996"
"2448","THE BEGINNING… OF THE END","May. 31, 1996","1996"
"2449","DEATH IS A DOOR","Jun. 02, 1996","1996"
"2450","DEATH… THAT LEADS TO LIFE","Jun. 04, 1996","1996"
"2451","… LIKE AS A FATHER …","Jun. 05, 1996","1996"
"2452","LIFE IS CIRCULAR?!","Jun. 07, 1996","1996"
"2453","YOU’RE NOT THERE","Jun. 09, 1996","1996"
"2454","HISTORY","Jun. 11, 1996","1996"
"2455","ALTERING CONSCIOUSNESS, AGAIN","Jun. 13, 1996","1996"
"2456","LIVING LIFE FULLY","Jun. 16, 1996","1996"
"2457","SPIRITUAL DISCONTENT… AGAIN","Jun. 19, 1996","1996"
"2458","FREE WILL… NOT EITHER/OR","Jun. 22, 1996","1996"
"2459","A SABBATH DAY","Jun. 23, 1996","1996"
"2460","GOD’S JUDGMENT","Jun. 26, 1996","1996"
"2461","ALMOST…","Jun. 28, 1996","1996"
"2462","LIFE EXPERIENCES","Jul. 01, 1996","1996"
"2463","DID I SAY IT WOULD BE EASY?","Jul. 03, 1996","1996"
"2464","SOME THOUGHTS ON INDEPENDENCE","Jul. 05, 1996","1996"
"2465","DEALING WITH OLD AGE","Jul. 07, 1996","1996"
"2466","ANOTHER RETURN…","Jul. 09, 1996","1996"
"2467","SPIRITUAL STRUGGLES","Jul. 10, 1996","1996"
"2468","LIFE STILL SHOULD BE FUN!","Jul. 11, 1996","1996"
"2469","SMILE! … THE VISIT CONTINUES","Jul. 12, 1996","1996"
"2470","CURIOUS… TRUSTING… HONEST","Jul. 14, 1996","1996"
"2471","GOOD AND EVIL:  SOME OF EACH","Jul. 16, 1996","1996"
"2472","AN IMPORTANT LIFE… SPIRITUAL…","Jul. 17, 1996","1996"
"2473","…IN A FINE PLACE","Jul. 20, 1996","1996"
"2474","HAVEN’T I BEEN TOUTING “DIVERSITY”?","Jul. 21, 1996","1996"
"2475","HAVE I “BEGUN”?","Jul. 23, 1996","1996"
"2476","WHAT IS APPARENT… REAL…?","Jul. 24, 1996","1996"
"2477","JANE’S DILEMMA","Jul. 27, 1996","1996"
"2478","“CONVERSATIONS…”","Jul. 30, 1996","1996"
"2479","CONVERSATIONS… II","Jul. 31, 1996","1996"
"2480","LEARNING FROM DUBOS","Aug. 02, 1996","1996"
"2481","I WON’T TELL YOU THAT, BUT…","Aug. 04, 1996","1996"
"2482","“DISASTERS”?","Aug. 06, 1996","1996"
"2483","A RUMINATIONS ON CONVERSATIONS…?","Aug. 07, 1996","1996"
"2484","A GOOD ERA… YOURS","Aug. 09, 1996","1996"
"2485","PRAYER… A GIFT","Aug. 11, 1996","1996"
"2486","CONVERSATIONS… SOME MORE","Aug. 14, 1996","1996"
"2487","WHO IS THIS, REALLY?","Aug. 16, 1996","1996"
"2488","CONSEQUENCES… REPURCUSSIONS","Aug. 17, 1996","1996"
"2489","THE SEMINAR… AND ME","Aug. 21, 1996","1996"
"2490","RETIREMENT?","Aug. 23, 1996","1996"
"2491","KIDS… AND PROBLEMS","Aug. 24, 1996","1996"
"2492","YES, I WAS THERE, AND…","Aug. 28, 1996","1996"
"2493","THOUGHTS ON MOOD MODIFYING","Aug. 29, 1996","1996"
"2494","ANDY’S BACK!","Aug. 30, 1996","1996"
"2495","REALITY… RATIONAL… MYSTICAL","Oct. 02, 1996","1996"
"2496","WORLD COMMUNION DAY","Oct. 06, 1996","1996"
"2497","A DAY OF CONTRASTS","Oct. 08, 1996","1996"
"2498","FREEDOM… EQUALITY… POLITICS","Oct. 10, 1996","1996"
"2499","A MIXTURE OF EXPERIENCES","Oct. 12, 1996","1996"
"2500","MY SENSE OF HUMOR AND FUN","Oct. 16, 1996","1996"
"2501","PRIORITIES, PRIORITIES…","Oct. 18, 1996","1996"
"2502","ATHLETICS?","Oct. 19, 1996","1996"
"2503","THE FUTURE…?","Oct. 23, 1996","1996"
"2504","YES, I DO SEND…","Oct. 25, 1996","1996"
"2505","REACTIONS TO IT","Oct. 26, 1996","1996"
"2506","CAN YOU “TAKE YOUR LIFE”?","Oct. 27, 1996","1996"
"2507","NON-ATTACHMENT… YET ANEW","Oct. 30, 1996","1996"
"2508","PROBLEMS, PROBLEMS…","Oct. 31, 1996","1996"
"2509","MORE PROGRESS ON THE OFF RAMP","Nov. 01, 1996","1996"
"2510","AWARENESS, NO KA OE","Nov. 03, 1996","1996"
"2511","GOVERNMENTAL BALANCE","Nov. 04, 1996","1996"
"2512","AN UPDATE ON HEALTH","Nov. 07, 1996","1996"
"2513","IT’S HEALTHY… JUST TO BE HERE","Nov. 09, 1996","1996"
"2514","HAVE THE TIMES CHANGED MUCH?","Nov. 13, 1996","1996"
"2515","HOW “PRECIOUS” IS LIFE?","Nov. 15, 1996","1996"
"2516","THE STRUGGLE FOR FOOD","Nov. 17, 1996","1996"
"2517","DEPARTURES FROM “NORMALITY”","Nov. 20, 1996","1996"
"2518","A.A. AND SPIRITUALITY","Nov. 22, 1996","1996"
"2519","WHY DON’T I “DO SOMETHING!”?","Nov. 23, 1996","1996"
"2520","A WALK ON A COLD MORNING","Nov. 26, 1996","1996"
"2521","FAMILY VALUES","Nov. 27, 1996","1996"
"2522","DO YOU STILL NEED GOALS?","Nov. 29, 1996","1996"
"2523","FAMILIES, FAMILIES…","Dec. 04, 1996","1996"
"2524","ANOTHER STEP TOWARD SUNRISE","Dec. 06, 1996","1996"
"2525","PETE AND PEARL, YET AGAIN","Dec. 07, 1996","1996"
"2526","SPIRIT’S MANY “FORMS”","Dec. 09, 1996","1996"
"2527","SOME QUESTIONS? SOME ANSWERS","Dec. 11, 1996","1996"
"2528","REPLAY ON PERSPECTIVES","Dec. 13, 1996","1996"
"2529","ECONOMICS AND MY EARTH","Dec. 15, 1996","1996"
"2530","SELAH: PERSPECTIVES","Dec. 17, 1996","1996"
"2531","HEALTH IS ADAPTATION","Dec. 20, 1996","1996"
"2532","OUR RELATIONSHIP CONTINUES","Dec. 20, 1996","1996"
"2533","CHRISTMAS AND ME","Dec. 22, 1996","1996"
"2534","CHRISTMAS:  PART MYSTICAL","Dec. 27, 1996","1996"
"2535","A MYSTICAL FUTURE","Dec. 29, 1996","1996"
"2536","LIFE IS PRECIOUS?","Dec. 30, 1996","1996"
"2537","ANOTHER YEAR BEGINNETH","Jan. 04, 1997","1997"
"2538","REINCAR… OR, BETTER, ETERNAL LIFE","Jan. 05, 1997","1997"
"2539","YOUR LIFE…","Jan. 09, 1997","1997"
"2540","MISTAKES… SINS","Jan. 12, 1997","1997"
"2541","THEOLOGY IN WINTER","Jan. 15, 1997","1997"
"2542","THEOLOGY AND DIVERSITY","Jan. 17, 1997","1997"
"2543","AN UPDATE ON MY SENSE OF FUN","Jan. 18, 1997","1997"
"2544","YOUR CONTINUUM: ITS SPIRITUAL “SIDE”","Jan. 21, 1997","1997"
"2545","PAUL’S INFLUENCE","Jan. 22, 1997","1997"
"2546","THE 1st COMMANDMENT:","Jan. 24, 1997","1997"
"2547","POWER, SUFFERING, AND ME","Jan. 29, 1997","1997"
"2548","LIFE GOES ON","Jan. 31, 1997","1997"
"2549","…AND, BY THE WAY, HAVE FUN!","Feb. 01, 1997","1997"
"2550","IN THE “MEDICAL SCENE”","Feb. 06, 1997","1997"
"2551","NON-ATTACHMENT: AN UPDATE","Feb. 07, 1997","1997"
"2552","COUNT YOUR BLESSINGS… OFTEN","Feb. 08, 1997","1997"
"2553","OH GOD… AND YOU","Feb. 12, 1997","1997"
"2554","WIN SOME… LOSE SOME","Feb. 15, 1997","1997"
"2555","AM I “DEMOCRATIC”?","Feb. 16, 1997","1997"
"2556","A NOTABLE DAY","Feb. 19, 1997","1997"
"2557","DIVERSITY IN ADDICTIONS","Feb. 21, 1997","1997"
"2558","DIFFERENT “BALANCINGS”","Feb. 22, 1997","1997"
"2559","HOW GOES THE “FUTURE”?","Feb. 25, 1997","1997"
"2560","A B MOVIE?","Feb. 26, 1997","1997"
"2561","“IT’S A FUNNY WORLD”","Mar. 01, 1997","1997"
"2562","LONELINESS!?","Mar. 05, 1997","1997"
"2563","ACCOMPLISHMENT","Mar. 07, 1997","1997"
"2564","MUSE IN THE GARDEN","Mar. 08, 1997","1997"
"2565","TIME FOR RUMINATIONS","Mar. 10, 1997","1997"
"2566","PREDESTINATION:  WHAT DO I SAY?","Mar. 12, 1997","1997"
"2567","THE PERSPECTIVES… AND ME","Mar. 15, 1997","1997"
"2568","PROGRESS?","Mar. 16, 1997","1997"
"2569","APPRECIATE THE POSITIVE","Mar. 21, 1997","1997"
"2570","HOME… FOR PALMS","Mar. 23, 1997","1997"
"2571","JESUS, LAZARUS, AND “DEATH”","Mar. 26, 1997","1997"
"2572","“PLAYING GOD”?","Mar. 27, 1997","1997"
"2573","A PAINFUL DEATH","Mar. 28, 1997","1997"
"2574","EASTER, YET AGAIN","Mar. 30, 1997","1997"
"2575","CHRISTIAN HISTORY… AND ME","Apr. 03, 1997","1997"
"2576","FRUSTRATIONS… TIME… TASKS","Apr. 04, 1997","1997"
"2577","SPRINGTIME, AGAIN","Apr. 06, 1997","1997"
"2578","SERVICE TO ME","Apr. 10, 1997","1997"
"2579","DID I “PLAY” WITH YOU?","Apr. 11, 1997","1997"
"2580","LIFE AND DEATH: A REVISIT","Apr. 12, 1997","1997"
"2581","BIBLE STUDY","Apr. 16, 1997","1997"
"2582","MINISTRIES AT THE UNIVERSITY","Apr. 18, 1997","1997"
"2583","CAN I BE LIMITED?","Apr. 19, 1997","1997"
"2584","THE TIME TO… A REPRISE","Apr. 23, 1997","1997"
"2585","UNPLEASANT TASKS… BEGIN!","Apr. 24, 1997","1997"
"2586","A DANGEROUS PLACE?","Apr. 25, 1997","1997"
"2587","RE-READING IS IMPORTANT","Apr. 27, 1997","1997"
"2588","ANOTHER “LAST”","May. 01, 1997","1997"
"2589","“HERE I AM, SON”","May. 02, 1997","1997"
"2590","HUMAN/SPIRITUAL INTERACTING:","May. 03, 1997","1997"
"2591","THE VALUE OF A LIFE","May. 06, 1997","1997"
"2592","THE PREACHER… REVISITED","May. 07, 1997","1997"
"2593","DEATH IS BIRTH… AND…","May. 09, 1997","1997"
"2594","YOU ALMOST FORGOT…","May. 11, 1997","1997"
"2595","STORIES: REMEMBER…","May. 13, 1997","1997"
"2596","WHAT IS YOUR HERITAGE?","May. 14, 1997","1997"
"2597","IT WAS A FORM OF ADAPTATION","May. 16, 1997","1997"
"2598","WHAT WILL YOU SAY?","May. 17, 1997","1997"
"2599","ANOTHER “PENTECOST”","May. 20, 1997","1997"
"2600","A LOW LEVEL MYSTIC…","May. 22, 1997","1997"
"2601","YOU DID IT!","May. 24, 1997","1997"
"2602","THE WELLSPRING IS DEVELOPING…","May. 27, 1997","1997"
"2603","A LESSON (LESSONS?) FROM JOSHUA","May. 28, 1997","1997"
"2604","ONE FINAL CLASS","May. 30, 1997","1997"
"2605","ETERNAL, EVERLASTING LIFE… AGAIN","May. 31, 1997","1997"
"2606","… AND I’LL TELL YOU AGAIN…","Jun. 03, 1997","1997"
"2607","“JOSHUA’S GOD”","Jun. 04, 1997","1997"
"2608","WHAT SORT OF FRIEND AM I?","Jun. 06, 1997","1997"
"2609","A SPIRITUAL GIFT… THIS IS","Jun. 08, 1997","1997"
